repo,pr_number,text,label,subcategory
DefinitelyTyped/DefinitelyTyped,73477,"If they solve the same exact problem I like the other one because it's much smaller. Sorry about the duplicated effort, I hate when that happens. I've approved the other PR to hopefully unblock it.",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73477,"> If they solve the same exact problem I like the other one because it's much smaller. Sorry about the duplicated effort, I hate when that happens. I've approved the other PR to hopefully unblock it.",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73477,"I don't think I have permission to close this though -- maybe a DT admin is needed, not sure.",Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73474,@typescript-bot test this,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73474,@gSriviere Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73474,@jpoehnelt @sqrrrl @PierrickVoulet @vinay-google please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73474,,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73474,@gSriviere: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73474,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73473,@erwanjugand Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73473,@matthewkimber @otiai10 @sreimer15 @MatCarlson @ekinsol @echoabstract @spasma @bdbai @JasonXian @usertim @idan315 @nicolas377 @idosal @fregante please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73473,"Re-ping @matthewkimber, @otiai10, @sreimer15, @MatCarlson, @ekinsol, @echoabstract, @spasma, @bdbai, @JasonXian, @usertim, @idan315, @nicolas377, @idosal, @fregante:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73473,It has been more than two weeks and this PR still has no reviews.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73473,@erwanjugand: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73473,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73472,@erwanjugand Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73472,@matthewkimber @otiai10 @sreimer15 @MatCarlson @ekinsol @echoabstract @spasma @bdbai @JasonXian @usertim @idan315 @nicolas377 @idosal @fregante please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73472,"Re-ping @matthewkimber, @otiai10, @sreimer15, @MatCarlson, @ekinsol, @echoabstract, @spasma, @bdbai, @JasonXian, @usertim, @idan315, @nicolas377, @idosal, @fregante:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73472,It has been more than two weeks and this PR still has no reviews.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73472,@erwanjugand: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73472,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73471,@erwanjugand Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73471,@matthewkimber @otiai10 @sreimer15 @MatCarlson @ekinsol @echoabstract @spasma @bdbai @JasonXian @usertim @idan315 @nicolas377 @idosal @fregante please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73471,"Re-ping @matthewkimber, @otiai10, @sreimer15, @MatCarlson, @ekinsol, @echoabstract, @spasma, @bdbai, @JasonXian, @usertim, @idan315, @nicolas377, @idosal, @fregante:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73471,It has been more than two weeks and this PR still has no reviews.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73471,@erwanjugand: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73471,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73470,@hlesemann Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73470,@jhwoodward @UJAM-JH @rip-off-hb @pkellett @vpietropaolo-ujam @agachuma please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73470,"@hlesemann Unfortunately, this pull request currently has a merge conflict . Please update your PR branch to be up-to-date with respect to master. Have a nice day!",Constructive Positive,Constructive Tone
DefinitelyTyped/DefinitelyTyped,73470,@hlesemann The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73470,@hlesemann The CI build failed! Please (,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73470,,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73470,@hlesemann One or more reviewers has requested changes. Please address their comments. I'll be back once they sign off or you've pushed new commits. Thank you!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73470,@sheetalkamat Thank you for reviewing this PR! The author has pushed new commits since your last review. Could you take another look and submit a fresh review?,Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73470,"Re-ping @jhwoodward, @UJAM-JH, @rip-off-hb, @pkellett, @vpietropaolo-ujam, @agachuma:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73470,"@UJAM-JH, @sheetalkamat Thank you for reviewing this PR! The author has pushed new commits since your last review. Could you take another look and submit a fresh review?",Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73470,@hlesemann: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73470,ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73470,on types/gorilla-engine/components/LottieAnimation.d.ts:48,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73470,on .gitignore:1,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73470,on package.json:1,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73469,@agachuma Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73469,@jhwoodward @UJAM-JH @rip-off-hb @pkellett @vpietropaolo-ujam please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73469,,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73469,@agachuma: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73469,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73466,@yoshi389111 Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73466,@jpoehnelt @sqrrrl @PierrickVoulet @vinay-google please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73466,@copilot-pull-request-reviewer Thank you for reviewing this PR! The author has pushed new commits since your last review. Could you take another look and submit a fresh review?,Constructive Positive,Actionable Feedback
DefinitelyTyped/DefinitelyTyped,73466,"Although it is not mentioned in the official documentation, it seems that some APIs such as may also return .",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73466,"Re-ping @jpoehnelt, @sqrrrl, @PierrickVoulet, @vinay-google:",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73466,@yoshi389111: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73466,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73466,on types/google-apps-script/test/google-apps-script-tests.ts:228,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73466,on types/google-apps-script/test/google-apps-script-tests.ts:235,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73465,@metonym Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73465,"@metonym you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73465,Re-ping @ anyone? :,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73465,It has been more than two weeks and this PR still has no reviews.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73465,@metonym: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73465,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73463,@CheFu-code Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73463,"@CheFu-code you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73463,,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73461,@yjz2021 Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73461,@OfficeDev @Rick-Kirkham @AlexJerabek @ElizabethSamuel-MSFT @alison-mk @samantharamon please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73460,@google-publisher-tag Thank you for submitting this PR!,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73460,@jimper @zombifier @taymonbeal please ( in the next few days. Be sure to explicitly select **** or **** in the GitHub UI so I know what's going on.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73460,@google-publisher-tag: Everything looks good here. I am ready to merge this PR on your behalf whenever you think it's ready.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73460,Ready to merge,Constructive Negative,Vague Feedback
DefinitelyTyped/DefinitelyTyped,73459,@v0eak Thank you for submitting this PR! I see this is your first time submitting to DefinitelyTyped I'm the local bot who will help you through the process of getting things through.,Constructive Positive,Clarity & Context
DefinitelyTyped/DefinitelyTyped,73459,"@v0eak you're the only owner, but it would still be good if you find someone to",Constructive Positive,Clarity & Context
